Col	Title	Desc	Link
Doc-Training-inkscape	Masks - Gradients - Patterns	Clipping paths and masks - XML editor - objects fills - fill rules - strokes on objects - gradients - patterns - swatches - stroke styles - Dropper tool	/Doc/Training/inkscape/InkscapeMasksGradients.mp4
Doc-Training-inkscape	Materials - Textures - Shadows	Materials - Drop shadows - textures - adjusting colors - images - modifying paths - raster extensions - rendering objects - path commands	/Doc/Training/inkscape/InkscapeMaterialsTextures.mp4
Doc-Training-inkscape	Objects	Calligraphy tool - Diagram connectors - Erasing paths - Selecting/Grouping/Moving objects - Stacking Order - Scaling/Rotating/Skewing objects - Tweak tool - Hiding/Showing objects - Aligning/distributing/arranging objects - Objects clones	/Doc/Training/inkscape/InkscapeObjects.mp4
Doc-Training-inkscape	3D tool - Spray - Bitmap	3D tool box - Spray tool - bitmap images - path effects - adding text -editing text - Inserting special characters - text on path - convert text to path - clean up Document - saving files for print - saving files for the web	/Doc/Training/inkscape/InkscapeTextSpray.mp4
Doc-Training-inkscape	Interlocking Letters	How to create interlock letters to make them looks like they are chained to each other	/Doc/Training/inkscape/InterlockingLetters.mp4
Doc-Training-SolidWorks-Electrical	How to Insert a Multi-Level Terminal	How to create multi levels terminal strips	/Doc/Training/SolidWorks/10. SolidWorks Electrical - How to Insert a Multi-Level Terminal - YouTube (720p).mp4
Doc-Training-SolidWorks	Mass Properties	Viewing Mass Properties	/Doc/Training/SolidWorks/2. Opening an Assembly File.mp4
Doc-Training-SolidWorks	Planes	Planes concept and selection	/Doc/Training/SolidWorks/2. Select a Plane to Sketch on.mp4
Doc-Training-SolidWorks	Materials	Selecting materials for your parts	/Doc/Training/SolidWorks/2. Selecting Materials for Your Parts.mp4
Doc-Training-SolidWorks	Revolve Boss-Cut features	Revolve Boss-Cut features	/Doc/Training/SolidWorks/2. The Features Revolved Boss and Revolved Cut!.mp4
Doc-Training-SolidWorks	File types	Description of the file types (extension) used by SolidWorks	/Doc/Training/SolidWorks/2-File Formats in SolidWorks.mp4
Doc-Training-SolidWorks	Units	Adjusting the measurement units	/Doc/Training/SolidWorks/3. Adjusting Measurement Units' System in a Drawing File.mp4
Doc-Training-SolidWorks	Drawing File	Opening a drawing file	/Doc/Training/SolidWorks/3. Adjusting Measurement Units' System in a Drawing File.mp4
Doc-Training-SolidWorks	Extrude Boss-Cut features	Extrude Boss-Cut features	"/Doc/Training/SolidWorks/3. Our First Features Extrude Boss, Cut Extrude, and Fillet.mp4"
Doc-Training-SolidWorks	Swept Boss-Cut features	Swept Boss-Cut features	/Doc/Training/SolidWorks/3. The Features Swept Boss and Swept Cut.mp4
Doc-Training-SolidWorks	Mates	"Types of mates : Standard, Advanced and Mechanical"	"/Doc/Training/SolidWorks/3. Types of Mates in SOLIDWORKS Standard, Advanced and Mechanical.mp4"
Doc-Training-SolidWorks	Mass Properties	Viewing Mass Properties	/Doc/Training/SolidWorks/3. Viewing Mass Properties.mp4
Doc-Training-SolidWorks-Electrical	Create a symbol with connections	Create a symbol with connection points	/Doc/Training/SolidWorks/4. SolidWorks Electrical - How to create your own 2D Symbol - YouTube (720p).mp4
Doc-Training-SolidWorks-Electrical	How to add manufacturer parts	"How to add manufacturer parts, create the circuits and terminals (tag the terminal doing so). A part is not a symbol, the symbol shall be created and linked to the part via the circuits created in the part."	/Doc/Training/SolidWorks/7. SolidWorks Electrical - Link 3D Part to Manufacturer Data - Part I - YouTube (720p).mp4
Doc-Training-SolidWorks-Electrical	Cable References	Create custom cables	/Doc/Training/SolidWorks/SolidWorks Electrical_ Adding Cable References - YouTube (720p).mp4
Doc-Training-SolidWorks-Electrical	Create a symbol	Create a symbol (electrical symbols such like a fuse) using the symbol manager	/Doc/Training/SolidWorks/SolidWorks Electrical_ Creating Detailed Schematic Symbols - YouTube (720p).mp4
Doc-Training-SolidWorks-Electrical	Create a symbol from a DWG	Create a symbol looking like a real 2D electrical part	/Doc/Training/SolidWorks/SolidWorks Electrical_ Creating SLD Symbols - YouTube (720p).mp4
Doc-Training-Wireless	Wireless - Terms and Topology	Wireless - Terms and Topology	/Doc/Training/Wireless/02%20-%20TermsTopology.mp4
Doc-Training-Wireless	Wireless - Stnadards and Regulation	Wireless - Stnadards and Regulation	/Doc/Training/Wireless/03%20-%20StandardsRegulations.mp4
Doc-Training-Wireless	Wireless - Radio Frequency	Wireless - Radio Frequency	/Doc/Training/Wireless/04%20-%20RF101.mp4
Doc-Training-Wireless	Wireless - Power Maths	Wireless - Power Maths	/Doc/Training/Wireless/05%20-%20PowerMath.mp4
Doc-Training-Wireless	Wireless - Antennas	Wireless - Antennas	/Doc/Training/Wireless/06%20-%20Antennas.mp4
Doc-Training-Wireless	Wireless - 802.11 Standard	Wireless - 802.11 Standard	/Doc/Training/Wireless/07%20-%20802.11%20and%20Friends
Doc-Training-Wireless	Wireless - Frames type and Etiquette	Wireless - Frames type and Etiquette	/Doc/Training/Wireless/FormatFactory08%20-%20Frame%20Types%20and%20Etiquette
Doc-Training-Wireless	Wireless - A tale of 10 Frames	Wireless - A tale of 10 Frames	/Doc/Training/Wireless/FormatFactory09%20-%20A%20Tale%20of%2010%20Frames
Doc-Training-Wireless	Wireless - Other Wireless Technology	Wireless - Other Wireless Technology	/Doc/Training/Wireless/FormatFactory10%20-%20Other%20Wireless%20Technologies
Doc-Training-Wireless	Wireless - WLC Discovery	Wireless - Access Point and Wireless LAN Controller (WLC)	/Doc/Training/Wireless/FormatFactory11%20-%20AP%20&%20WLC%20(Dynamic%20Duo).mp4
Doc-Training-Wireless	Wireless - VLAN and SSIDs	Wireless - VLAN and SSIDs	/Doc/Training/Wireless/FormatFactory12%20-%20VLANs%20and%20SSIDs%20(preparing%20the%20switch)
Doc-Training-Wireless	Wireless - Deploy the WLC	Wireless - Deploy the WLC	/Doc/Training/Wireless/FormatFactory13%20-%20Deploy%20the%20WLC.mp4
Doc-Training-Wireless	Wireless - The first Wireless	Wireless - The first Wireless	/Doc/Training/Wireless/FormatFactory14%20-%20Ahhh%20the%20first%20WLAN.mp4
Doc-Training-Wireless	Wireless - WLC Discovery	Wireless - WLC Discovery	/Doc/Training/Wireless/FormatFactory15%20-%20WLC%20Discovery.mp4
Doc-Training-Wireless	Wireless - AP a la Mode	Wireless - AP a la Mode	/Doc/Training/Wireless/FormatFactory16%20-%20AP%20a%20la%20Mode.mp4
Doc-Training-Wireless	Wireless - Roaming	Wireless - Roaming	/Doc/Training/Wireless/FormatFactory17%20-%20Roaming.mp4
Doc-Training-Wireless	Wireless - Converting AP	Wireless - Converting AP	/Doc/Training/Wireless/FormatFactory18%20-%20Converting%20APs.mp4
Doc-Training-Wireless	Wireless - Security 101	Wireless - Security 101	/Doc/Training/Wireless/FormatFactory19%20-%20Security%20101+.mp4
Doc-Training-Wireless	Wireless - 802.1x and EAP	Wireless - 802.1x and EAP	/Doc/Training/Wireless/FormatFactory20%20-%20802.1x%20&%20EAP.mp4
Doc-Training-Wireless	Wireless - Encryption Keys and AAA Servers	Wireless - Encryption Keys and AAA Servers	/Doc/Training/Wireless/FormatFactory21%20-%20Encryption%20Keys%20and%20AAA%20Servers.mp4
Doc-Training-Wireless	Wireless - Web Authentication	Wireless - Web Authentication	/Doc/Training/Wireless/FormatFactory22%20-%20Web%20Authentication.mp4
Doc-Training-Wireless	Wireless - WCS	Wireless - WCS	/Doc/Training/Wireless/FormatFactory23%20-%20WCS.mp4
Doc-Training-Wireless	Wireless - Troubleshooting Wirelesss	Wireless - Troubleshooting Wirelesss	/Doc/Training/Wireless/FormatFactory24%20-%20Troubleshooting%20WLANs.mp4
Doc-Training-Wireless	Wireless - Rogue APs	Wireless - Rogue APs	/Doc/Training/Wireless/FormatFactory25%20-%20Rogue%20APs.mp4
Doc-Training-Wireless	Wireless - Clients	Wireless - Clients	/Doc/Training/Wireless/FormatFactory26%20-%20Clients.mp4
Doc-Web	Web - Internet - Website Hosting etc...	Directory	/Doc/Web
Doc-Web-Apache	Apache - Basic Configuration	Netlify  - Create an account	/Doc/Web/Apache/ApacheBasicConfig.mp4
Doc-Web-Apache	Apache - Firewall Configuration	How to set the firewall to allow external access to Apache Web Server.	/Doc/Web/Apache/ApacheFireWall.mp4
Doc-Web-Apache	Apache - Installation	Installation of Apache Web Server.	/Doc/Web/Apache/ApacheInstallation.mp4
Doc-Web-Apache	Apache - Virtual Directories	How to set virtual directories in Apache Web Server.	/Doc/Web/Apache/ApacheVirtualDirectories.mp4
Doc-Web-Hosting	"Web Hosting services - Heroku, netlify, firebase etc..."	Directory	/Doc/Web/Hosting
Doc-Web-Hosting	Netlify  - Create an account	Netlify  - Create an account	/Doc/Web/Hosting/netlify.jpg
Engineering-Automation-Codification-Tagging	Stantec - Structure de Codification	CODIFICATION - MISE ?? NIVEAU DES USINES (MNU) DE PRODUCTION D'EAU POTABLE	/Engineering/Automation/Codification-Tagging/1000-40EL-0001.pdf
Perso-Finances	"Finances - Banking accounts, Retirement, etc..."	Directory	/Perso/Finances
Perso-Finances-BKB	Bangkok Bank	Information about Bangkok Bank	/Perso/Finances/BKB
Perso-Finances-BKB	2018 - Bank Statement	All the 2018 bank transactions	/Perso/Finances/BKB/BKB2018.pdf
Perso-Finances-BNC	National Bank of Canada	Information about the National Bank of Canada	/Perso/Finances/BNC
Perso-Finances-BNC	2019 Statements	Tous les relev??s 2019	/Perso/Finances/BNC/BNC2019.pdf
Perso-Finances-Budget	"Budget - Expenses, invoices"	Directory	/Perso/Finances/Budget
Perso-Finances-Budget	Invoices 2017	All the invoices in Thailand for year 2017	/Perso/Finances/Budget/ThaiInvoices2017.pdf
Perso-Finances-Budget	Invoices 2019	All the invoices in Thailand for year 2019	/Perso/Finances/Budget/ThaiInvoices2019.pdf
Perso-Finances-Giverny	Giverny Capital	Directory	/Perso/Finances/Giverny
Perso-Finances-Giverny	Avis Execution	Le Document contient la liste de toutes les ??x??cutions (transactions) depuis 2015	/Perso/Finances/Giverny/dd_AvisExecution.pdf
Perso-Finances-Giverny	Consentement transmission ??lectronique	Consentement transmission ??lectronique	/Perso/Finances/Giverny/dd_Consentement%20transmission%20electronique.pdf
Perso-Finances-Giverny	CRI Quebec	Que se passe t'il avec le CRI si je ne r??side plus au Qu??bec ?	/Perso/Finances/Giverny/dd_CRI%20QC.pdf
Perso-Finances-Giverny	Ouverture de compte BNRI	Ouverture d'un nouveau compte suite ???? mon d??m??nagement en Thailande.( ann??e 2019 )	/Perso/Finances/Giverny/dd_FDemande%20d'ouverture%20de%20compte%20Individuel.pdf
Perso-Finances-Giverny	Formulaire de non-r??sident Canadien - NR301	Formulaire de non-r??sident Canadien - NR301	/Perso/Finances/Giverny/dd_FNR301.pdf
Perso-Finances-Giverny	Ouverture de compte	Ouverture d'un nouveau compte suite ???? mon d??m??nagement en Thailande.( ann??e 2019 )	/Perso/Finances/Giverny/dd_Formulaire%20d'ouverture%20KYC.pdf
Perso-Finances-Giverny	Brochure de marketing	Brochure de marketing	/Perso/Finances/Giverny/dd_GivernyBrochure.pdf
Perso-Finances-Giverny	Convention de gestion	Lettre de convention de gestion sign?? le 30 Juin 2015	/Perso/Finances/Giverny/dd_GivernyConventionDeGestion.pdf
Perso-Finances-Giverny	Entente avec Giverny	Entente avec Giverny	/Perso/Finances/Giverny/dd_GivernyEntente.pdf
Perso-Finances-Giverny	Statements	Tous les statements depuis l'ouverture de compte.	/Perso/Finances/Giverny/dd_GivernyStatements.pdf
Perso-Finances-Giverny	"REER 2015 $25,000"	"Recu pour cotisation REER en 2015 au montant de $25,000"	/Perso/Finances/Giverny/dd_REER2015Receipt.pdf
Perso-Finances-Giverny	Historique des retraits	"3 retraits totalisant $45,000 depuis Juin 2018."	/Perso/Finances/Giverny/dd_RetraitHisto.pdf
Perso-Finances-Giverny	Transfert de Desjardins ???? Giverny	REER Collectif de Axium transf??r?? ???? Desjardins en 2017	/Perso/Finances/Giverny/dd_XferFromDesgardinsToGiverny.pdf
Perso-Finances-Giverny	Video Giverny	Excellent video au sujet de l'investissement dans les actions	/Perso/Finances/Giverny/Giverny.mp4
Perso-Finances-Impot	Imp??ts - Documentation sur les imp??ts des ann??es ant??c??dente	Directory	/Perso/Finances/Impot
Perso-Finances-Impot	Impot 2017	Directory	/Perso/Finances/Impot/2017
Doc-Impot-2017	Administration Paperworks	"Administration papers, transmit confirmation, Intuit Info, etc..."	/Perso/Finances/Impot/2017/adminPapers2017.pdf
Perso-Impot-2017	Avis de cotisations	Avis de cotisation re??u du f??d??ral et provincial pour 2017	/Perso/Finances/Impot/2017/AvisDeCotisations.pdf
Perso-Impot-2017	Releve 1 - T4	Releve 1 et T4 pour 2017	/Perso/Finances/Impot/2017/R1T4-2017.pdf
Perso-Impot-2017	D??claration de Revenu 2017	La d??claration a ??t?? faite par moi-m????me avec le logiciel imp??t rapide de Intuit	/Perso/Finances/Impot/2017/TaxReports2017.pdf
Perso-Finances-Impot	Impot 2018	Directory	/Perso/Finances/Impot/2018
Perso-Impot-2018	" Summary - J'ai pay?? 25% d'Impot, le taux d'imposition est de 15%, je n'ai recu aucun remboursement ! de plus, ma d??duction REER a ??t?? perdu!"	Directory	/Perso/Finances/Impot/2018
Perso-Impot-2018	T4RSP 2018	"??tat de revenus provenant d'un REER, retrait de REER au montant de $15,000 en juin 2018. Un relev?? 2 ( Qu??bec ) a aussi ??t?? ??mis car Giverny n'??tait pas au courant de ma nouvelle adresse en Thailande. Les montants pay??s ???? Revenu Canada et Revenu qu??bec n'ont par pu ????tre r??cup??r??s."	/Perso/Finances/Impot/2018/20181231_T4RSP-R2_492KQ1S.pdf
Perso-Impot-2018	Honoraire firme comptable	Honoraire de la firme comptable Moquin Amyot pour la d??claration de revenu 2018.	/Perso/Finances/Impot/2018/Honoraires%20M.%20Pierre%20Roy_1900919.pdf
Perso-Impot-2018	D??claration d'imp??t 2018	Le remboursement demand?? ???? Revenu Canada n'a jamais ??t?? rembours?? !!	"/Perso/Finances/Impot/2018/ROY,%20PIERRE.118.pdf"
Perso-Impot-2018	Demande de redressement T1	Le montant de la demande a ??t?? rembours?? au F??d??ral mais pas au Provincial	"/Perso/Finances/Impot/2018/ROY,%20PIERRE_AMEND%C3%89E_T1ADJ-TP1.R.pdf"
Perso-Finances-Impot	Impot 2019	Directory	/Perso/Finances/Impot/2019
Perso-Impot-2019	Revenu Canada - Avis de Cotisation	Avis de cotisation ??mis le 4 novembre 2019	/Perso/Finances/Impot/2019/Avis_de_cotisation_2019_10_28_06_51_08_983537.pdf
Perso-Impot-2019	Revenu Canada - Avis de Cotisation	Avis de cotisation ??mis le 16 mars 2020	/Perso/Finances/Impot/2019/Avis_de_nouvelle_cotisation_2020_03_10_01_40_05_840598.pdf
Perso-Impot-2019	D??claration Impot 2019	Declaration d'imp??t 2019 effectu?? par la firme comptable Moquin-Amyot	/Perso/Finances/Impot/2019/DeclarationRevenu2019-Comptable.pdf
Perso-Impot-2019	D??claration Impot 2019	D??claration d'imp??t 2019 effectu?? par moi avec Imp??t rapide	/Perso/Finances/Impot/2019/Pierre-Roy-archives-cra-19.pdf
Perso-Finances-Impot	Revenu Canada - Login questions	ARC Questions	/Perso/Finances/Impot/ARCInfo.pdf
Perso-Finances-Impot	Revenu Qu??bec - Login questions	CliqSecur questions	/Perso/Finances/Impot/RevenuQuebecQuestions.pdf
Perso-Finances-Retirement	"Retirement - Documentation about RRQ, PSV and useful info. about Retirement"	Directory	/Perso/Finances/Retirement
Perso-Finances-Retirement	FERR	Convertir REER en FEER a partir de 65 ans peut faire economiser de l'Impot! voir Document.	/Perso/Finances/Retirement/FERR.pdf
Perso-Finances-Retirement	Pension de s??curite de veillesse - PSV	Calcul pour d??termin?? quand demand?? la PSV	/Perso/Finances/Retirement/Gestion%20F%C3%89RIQUE%20-%20Publications%20-%20Retraite%20-%201.pdf
Perso-Finances-Retirement	La planification de la retraite	"Excellent Document sur le planificationd de la retraite - Fonds ferique. Information au sujet de la RRQ, REER, PSV etc..."	/Perso/Finances/Retirement/RetraiteInfo(Ferique-Excellent).pdf
Perso-Finances-Retirement	RRQ Denial to Louise Brunelle	Preuve que Louise Brunelle a renonc?? ???? mon RRQ	/Perso/Finances/Retirement/RRQDenialLouiseBrunelle.pdf
Perso-House	House	Directory	/Perso/House
Perso-House	Materials & Invoices	All the photographs of the material bought for the Thai house and all the invoices for them	/Perso/House/ConstructionPurchase.pdf
Perso-Insurance	Insurance	Directory	/Perso/Insurance/
Perso-Insurance	Card	Copy of the card and survival info.	/Perso/Insurance/Card.pdf
Perso-Insurance	Papers Works filled	See the signed Document for insurance details	/Perso/Insurance/PapersFilled.pdf
Perso-Insurance	Pacific Cross - Insurance Plans	The chosen plan is Premium Plus.	/Perso/Insurance/Plans.pdf
Perso-Thailand	Thailand	Directory	/Perso/Thailand
Projects-DasDoc-Doc	"Documentation - This project organize the directories and files, a title and thumbnail for each directory can be created, for the files, a title, description and preview is possible. "	Directory	/Projects/DasDoc/Doc
Projects-DasDuneTech-Doc	DasDune Technologies Website Project	Directory	/Projects/DasDuneTech/Doc
Projects-HomeAutomation-Doc	 Summary - Home automation using IOT and WEB technology	Directory	/Projects/HomeAutomation/Doc
Projects-HomeAutomation-Doc	Architecture	The architecture is simply a network of wifi controllers communicating to the host via HTTP (half duplex) or WS (full duplex)	/Projects/HomeAutomation/Doc/Architecture.pdf
Projects-HomeAutomation-Doc	Overview and Architecture	"The project use IOT technology, the hardware is based on ESP8266 and ESP32 from Expressif. The IDE used is uPycraft with micropython (python on a chip). UI use the web technology (HTML, CSS and JS). The backend is serverless using Firebase cloud functions with Node JS, the database used is Firestore. The notification system is based on Functions Messaging and the notification mobile application is based on Google Flutter. The vocal dialog bot used Google DialogFlow with JSON format for the request to the bot."	/Projects/HomeAutomation/Doc/Architecture.pdf
Projects-HomeAutomation-Doc	Overview	"The overview screen display all the sprinklers, lights and control panels location"	/Projects/HomeAutomation/Doc/Overview.pdf
Projects-Lib-Doc	Library	Directory	/Projects/Lib/Doc
Projects-TagLinker-Doc	Tag Linker - This project is linking a tag to any entities related to it	Directory	/Projects/TagLinker/Doc
Projects-TagLinker-Doc	 Summary	"Tag linker allow a tag to be links to any Documents such as P&ID, Circuit Diagrams, Location drawings, process screens, or any other kind of Documents related to the tag."	/Projects/TagLinker/Doc
Perso-Insurance	 Summary - In thailand this only insurance I took so far a health insurance starting in April 2020.	Note	Note
Automation-Specifications-Bechtel	 Bechtel - 3GS-JDO2-A0001 - GUIDE SPECIFICATION FOR PROGRAMMABLE LOGIC CONTROLLERS FOR INTEGRATION INTO A PROCESS CONTROL SYSTEM	Note	Note
Automation-Specifications-Bechtel	 Bechtel - 3GS-JDO2-A0002 - GUIDE SPECIFICATION FOR PROGRAMMABLE LOGIC CONTROLLERS HARDWARE	Note	Note
Automation-Specifications-Bechtel	 Bechtel - 3GS-JD02-A0003 - GUIDE SPECIFICATION FOR PROGRAMMING THE ALLEN BRADLEY PLC-5	Note	Note
Automation-Specifications-Bechtel	 Bechtel - 3GS_JQ08_A0001_Attach01 - INSTRUCTIONS FOR INSTRUMENT TAGGING	Note	Note
Perso-Finances-Giverny	 Summary - February 2020	Giverny a cr???? un nouveau compte en 2019 car je suis non r??sident Canadien maintenant.	Note
Perso-Condo	Condo	Directory	Perso/Condo
Doc-Training-SolidWorks-Electrical	Create a symbol from a DWG	Create a symbol looking like a real 2D electrical part	/Doc/Training/SolidWorks-ElectricalSolidWorks Electrical_ Symbols Resembling Physical Components - YouTube (720p).mp4
